Scan Time,UTC Time,Latitude (deg),Longitude (deg),Altitude (m),Easting (m),Northing (m),COG (deg),SOG (km/h),Dead Reckoning,Num SVs,HDOP,
0.100833333333333,2019:09:29:18:17:40.2,39.2576216666667,-76.705535,44.2,0,0,335.79,0,0,8,100,
0.303333333333333,2019:09:29:18:17:40.4,39.2576216666667,-76.705535,44.2,0,0,335.79,0,0,8,100,
0.5,2019:09:29:18:17:40.6,39.2576216666667,-76.705535,44.2,0,0,335.79,0,0,8,100,
0.7,2019:09:29:18:17:40.8,39.2576216666667,-76.705535,44.2,0,0,335.79,0.1,0,8,100,
0.899166666666667,2019:09:29:18:17:41.0,39.2576216666667,-76.705535,44.2,0,0,335.79,0,0,8,100,
1.1,2019:09:29:18:17:41.2,39.2576216666667,-76.705535,44.2,0,0,335.79,0.1,0,8,100,
1.3,2019:09:29:18:17:41.4,39.2576216666667,-76.705535,44.2,0,0,335.79,0.1,0,8,100,
1.49916666666667,2019:09:29:18:17:41.6,39.2576216666667,-76.705535,44.2,0,0,335.79,1.2,0,8,100,
1.7,2019:09:29:18:17:41.8,39.2576216666667,-76.705535,44.2,0,0,335.79,1.1,0,8,100,
1.9025,2019:09:29:18:17:42.0,39.2576216666667,-76.705535,44.2,0,0,335.79,1.4,0,8,100,
2.1025,2019:09:29:18:17:42.2,39.2576216666667,-76.705535,44.2,0,0,335.79,0,0,8,100,
2.29916666666667,2019:09:29:18:17:42.4,39.2576216666667,-76.705535,44.2,0,0,335.79,1.6,0,8,100,
2.5,2019:09:29:18:17:42.6,39.2576216666667,-76.705535,44.2,0,0,335.79,0.2,0,8,100,
2.69916666666667,2019:09:29:18:17:42.8,39.2576216666667,-76.705535,44.2,0,0,335.79,0.2,0,8,100,
2.90416666666667,2019:09:29:18:17:43.0,39.2576216666667,-76.705535,44.2,0,0,335.79,1.2,0,8,100,
3.1,2019:09:29:18:17:43.2,39.2576216666667,-76.705535,44.2,0,0,335.79,0.9,0,8,100,
3.30083333333333,2019:09:29:18:17:43.4,39.2576216666667,-76.705535,44.2,0,0,335.79,0.3,0,8,100,
3.50083333333333,2019:09:29:18:17:43.6,39.2576216666667,-76.705535,44.2,0,0,335.79,1.4,0,8,100,
3.7,2019:09:29:18:17:43.8,39.2576233333333,-76.705535,44.2,0,0,335.79,1.4,0,8,100,
3.9,2019:09:29:18:17:44.0,39.2576233333333,-76.705535,44.2,0,0,335.79,0,0,8,100,
4.10083333333333,2019:09:29:18:17:44.2,39.2576233333333,-76.705535,44.2,0,0,335.79,1.2,0,8,100,
4.30083333333333,2019:09:29:18:17:44.4,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.6,0,8,100,
4.50166666666667,2019:09:29:18:17:44.6,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.4,0,8,100,
4.70083333333333,2019:09:29:18:17:44.8,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.4,0,8,100,
4.90166666666667,2019:09:29:18:17:45.0,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.4,0,8,100,
5.10166666666667,2019:09:29:18:17:45.2,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,0.2,0,8,100,
5.30083333333333,2019:09:29:18:17:45.4,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.2,0,8,100,
5.50083333333333,2019:09:29:18:17:45.6,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.4,0,8,100,
5.69666666666667,2019:09:29:18:17:45.8,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.1,0,7,130,
5.89666666666667,2019:09:29:18:17:46.0,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.2,0,7,130,
6.0975,2019:09:29:18:17:46.2,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.4,0,7,130,
6.29666666666667,2019:09:29:18:17:46.4,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.1,0,7,130,
6.4975,2019:09:29:18:17:46.6,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.1,0,7,130,
6.69666666666667,2019:09:29:18:17:46.8,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.6,0,7,130,
6.89833333333333,2019:09:29:18:17:47.0,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,1.4,0,7,130,
7.10166666666667,2019:09:29:18:17:47.2,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,0.5,0,8,100,
7.3,2019:09:29:18:17:47.4,39.2576233333333,-76.7055333333333,44.2,0,0,335.79,0.5,0,8,100,
7.50083333333333,2019:09:29:18:17:47.6,39.2576233333333,-76.7055316666667,44.2,0,0,335.79,0.5,0,8,100,
7.70083333333333,2019:09:29:18:17:47.8,39.2576233333333,-76.7055316666667,44.2,0,0,335.79,0.7,0,8,100,
7.9025,2019:09:29:18:17:48.0,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,0.9,0,8,100,
8.1025,2019:09:29:18:17:48.2,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,1.1,0,8,100,
8.30083333333333,2019:09:29:18:17:48.4,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,1.1,0,8,100,
8.50083333333333,2019:09:29:18:17:48.6,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,1.5,0,8,100,
8.70083333333333,2019:09:29:18:17:48.8,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,0,0,8,100,
8.90083333333333,2019:09:29:18:17:49.0,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,1.6,0,8,100,
9.1,2019:09:29:18:17:49.2,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,0.2,0,8,100,
9.3,2019:09:29:18:17:49.4,39.2576216666667,-76.7055316666667,44.2,0,0,335.79,0.4,0,8,100,
9.49666666666667,2019:09:29:18:17:49.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0,0,7,130,
9.69666666666667,2019:09:29:18:17:49.8,39.2576216666667,-76.70553,44.2,0,0,335.79,1.5,0,7,130,
9.89666666666667,2019:09:29:18:17:50.0,39.2576216666667,-76.70553,44.2,0,0,335.79,1.3,0,7,130,
10.0966666666667,2019:09:29:18:17:50.2,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,7,130,
10.2966666666667,2019:09:29:18:17:50.4,39.2576216666667,-76.70553,44.2,0,0,335.79,0.3,0,7,130,
10.4966666666667,2019:09:29:18:17:50.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,7,130,
10.6975,2019:09:29:18:17:50.8,39.2576216666667,-76.70553,44.2,0,0,335.79,0.2,0,7,130,
10.8958333333333,2019:09:29:18:17:51.0,39.2576216666667,-76.70553,44.2,0,0,335.79,1.1,0,7,130,
11.0975,2019:09:29:18:17:51.2,39.2576216666667,-76.70553,44.2,0,0,335.79,1.2,0,7,130,
11.2983333333333,2019:09:29:18:17:51.4,39.2576216666667,-76.70553,44.2,0,0,335.79,1.4,0,7,130,
11.4958333333333,2019:09:29:18:17:51.6,39.2576216666667,-76.70553,44.2,0,0,335.79,1.4,0,7,130,
11.6983333333333,2019:09:29:18:17:51.8,39.2576216666667,-76.70553,44.2,0,0,335.79,0,0,7,130,
11.8975,2019:09:29:18:17:52.0,39.2576216666667,-76.70553,44.2,0,0,335.79,1.4,0,7,130,
12.0958333333333,2019:09:29:18:17:52.2,39.2576216666667,-76.70553,44.2,0,0,335.79,0,0,7,130,
12.2975,2019:09:29:18:17:52.4,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,7,130,
12.5,2019:09:29:18:17:52.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,8,100,
12.6983333333333,2019:09:29:18:17:52.8,39.2576216666667,-76.70553,44.2,0,0,335.79,1.2,0,7,130,
12.8983333333333,2019:09:29:18:17:53.0,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,7,130,
13.0966666666667,2019:09:29:18:17:53.2,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,7,130,
13.3033333333333,2019:09:29:18:17:53.4,39.2576216666667,-76.70553,44.2,0,0,335.79,0.3,0,7,130,
13.4983333333333,2019:09:29:18:17:53.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,7,130,
13.7008333333333,2019:09:29:18:17:53.8,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,8,100,
13.9016666666667,2019:09:29:18:17:54.0,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,8,100,
14.1025,2019:09:29:18:17:54.2,39.2576216666667,-76.70553,44.2,0,0,335.79,1.1,0,8,100,
14.3016666666667,2019:09:29:18:17:54.4,39.2576216666667,-76.70553,44.2,0,0,335.79,0.3,0,8,100,
14.5016666666667,2019:09:29:18:17:54.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0.1,0,8,100,
14.7016666666667,2019:09:29:18:17:54.8,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,8,100,
14.9008333333333,2019:09:29:18:17:55.0,39.2576216666667,-76.70553,44.2,0,0,335.79,1.1,0,8,100,
15.1008333333333,2019:09:29:18:17:55.2,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,8,100,
15.3008333333333,2019:09:29:18:17:55.4,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,8,100,
15.5016666666667,2019:09:29:18:17:55.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,8,100,
15.7016666666667,2019:09:29:18:17:55.8,39.2576216666667,-76.70553,44.2,0,0,335.79,0.9,0,8,100,
15.9016666666667,2019:09:29:18:17:56.0,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,8,100,
16.1008333333333,2019:09:29:18:17:56.2,39.2576216666667,-76.70553,44.2,0,0,335.79,0.5,0,8,100,
16.3008333333333,2019:09:29:18:17:56.4,39.2576216666667,-76.70553,44.2,0,0,335.79,0.9,0,8,100,
16.5008333333333,2019:09:29:18:17:56.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,8,100,
16.6991666666667,2019:09:29:18:17:56.8,39.2576216666667,-76.70553,44.2,0,0,335.79,1.2,0,8,100,
16.9025,2019:09:29:18:17:57.0,39.2576216666667,-76.70553,44.2,0,0,335.79,0.7,0,8,100,
17.1008333333333,2019:09:29:18:17:57.2,39.2576216666667,-76.70553,44.2,0,0,335.79,1.2,0,8,100,
17.3008333333333,2019:09:29:18:17:57.4,39.2576216666667,-76.70553,44.2,0,0,335.79,1.6,0,8,100,
17.5058333333333,2019:09:29:18:17:57.6,39.2576216666667,-76.70553,44.2,0,0,335.79,0.2,0,8,100,
17.7066666666667,2019:09:29:18:17:57.8,39.2576216666667,-76.70553,44.1,0,0,335.79,0.8,0,7,130,
17.9025,2019:09:29:18:17:58.0,39.2576216666667,-76.7055283333333,44.1,0,0,335.79,1.2,0,7,130,
18.105,2019:09:29:18:17:58.2,39.2576233333333,-76.7055283333333,44.1,0,0,335.79,2.7,0,7,140,
18.3,2019:09:29:18:17:58.4,39.2576233333333,-76.7055266666667,44.1,0,0,335.79,4.9,0,7,110,
18.5041666666667,2019:09:29:18:17:58.6,39.2576266666667,-76.705525,44.2,0,0,335.79,6.9,0,8,100,
18.7066666666667,2019:09:29:18:17:58.8,39.25763,-76.7055233333333,44.2,0,0,35.5,8.5,0,8,100,
18.905,2019:09:29:18:17:59.0,39.2576366666667,-76.7055233333333,44.2,0,0,28.89,9.3,0,8,100,
19.11,2019:09:29:18:17:59.2,39.2576433333333,-76.7055233333333,44.3,0,0,24.29,12,0,8,100,
19.3041666666667,2019:09:29:18:17:59.4,39.2576533333333,-76.7055266666667,44.4,0,0,20,11.1,0,8,100,
19.4991666666667,2019:09:29:18:17:59.6,39.2576733333333,-76.7055383333333,44.6,0,0,11.3,20.1,0,8,100,
19.7025,2019:09:29:18:17:59.8,39.257685,-76.7055433333333,44.5,0,0,349,21.9,0,8,100,
19.9,2019:09:29:18:18:00.0,39.2577016666667,-76.7055516666667,44.7,0,0,347.7,22.5,0,8,100,
20.1008333333333,2019:09:29:18:18:00.2,39.2577166666667,-76.7055583333333,44.9,0,0,345,26.2,0,8,100,
20.3,2019:09:29:18:18:00.4,39.25773,-76.7055616666667,44.9,0,0,345.1,27.2,0,8,100,
20.5,2019:09:29:18:18:00.6,39.257745,-76.7055683333333,44.9,0,0,340.29,28.7,0,8,100,
20.7075,2019:09:29:18:18:00.8,39.2577583333333,-76.705575,44.9,0,0,340.5,28.6,0,8,100,
20.9025,2019:09:29:18:18:01.0,39.2577733333333,-76.7055816666667,44.9,0,0,343.5,31.1,0,8,100,
21.1,2019:09:29:18:18:01.2,39.25779,-76.7055883333333,45,0,0,342.79,31.7,0,8,100,
21.3008333333333,2019:09:29:18:18:01.4,39.2578066666667,-76.705595,45,0,0,343,32.9,0,8,100,
21.5008333333333,2019:09:29:18:18:01.6,39.2578233333333,-76.7056016666667,45,0,0,344.1,33.3,0,8,100,
21.7008333333333,2019:09:29:18:18:01.8,39.25784,-76.7056083333333,45.1,0,0,344.1,34,0,8,100,
21.9,2019:09:29:18:18:02.0,39.2578583333333,-76.705615,45.1,0,0,344.6,36.6,0,8,100,
22.1,2019:09:29:18:18:02.2,39.257875,-76.70562,45.2,0,0,345.29,36.3,0,8,100,
22.2991666666667,2019:09:29:18:18:02.4,39.257895,-76.7056266666667,45.2,0,0,345.6,36.4,0,8,100,
22.4991666666667,2019:09:29:18:18:02.6,39.2579116666667,-76.7056333333333,45.3,0,0,348.2,33.5,0,8,100,
22.6991666666667,2019:09:29:18:18:02.8,39.25793,-76.7056383333333,45.4,0,0,348.5,31.9,0,8,100,
22.905,2019:09:29:18:18:03.0,39.2579483333333,-76.7056433333333,45.5,0,0,349.79,30.1,0,8,100,
23.1,2019:09:29:18:18:03.2,39.25796,-76.7056483333333,45.4,0,0,349.79,26.4,0,8,100,
23.2991666666667,2019:09:29:18:18:03.4,39.2579716666667,-76.70565,45.4,0,0,353.1,23.2,0,8,100,
23.5,2019:09:29:18:18:03.6,39.2579816666667,-76.7056533333333,45.5,0,0,352.7,19,0,8,100,
23.6991666666667,2019:09:29:18:18:03.8,39.25799,-76.7056533333333,45.5,0,0,4,16.4,0,8,100,
23.9041666666667,2019:09:29:18:18:04.0,39.258,-76.7056516666667,45.7,0,0,17.89,15.4,0,8,100,
24.0991666666667,2019:09:29:18:18:04.2,39.2580083333333,-76.70565,45.6,0,0,34.9,16.1,0,8,100,
24.3,2019:09:29:18:18:04.4,39.2580133333333,-76.7056433333333,45.6,0,0,47.7,14.8,0,8,100,
24.5,2019:09:29:18:18:04.6,39.2580183333333,-76.7056366666667,45.6,0,0,51.9,13.1,0,8,100,
24.6983333333333,2019:09:29:18:18:04.8,39.2580216666667,-76.70563,45.6,0,0,54.4,13.8,0,8,100,
24.8983333333333,2019:09:29:18:18:05.0,39.258025,-76.7056216666667,45.6,0,0,67.59,13.8,0,8,100,
25.1,2019:09:29:18:18:05.2,39.258025,-76.7056133333333,45.5,0,0,76.59,14,0,8,100,
25.2983333333333,2019:09:29:18:18:05.4,39.258025,-76.705605,45.5,0,0,89.8,11.4,0,8,100,
25.4983333333333,2019:09:29:18:18:05.6,39.2580216666667,-76.7055966666667,45.4,0,0,100.69,14.3,0,8,100,
25.6983333333333,2019:09:29:18:18:05.8,39.258015,-76.705585,45.2,0,0,113.19,16.1,0,8,100,
25.8983333333333,2019:09:29:18:18:06.0,39.2580083333333,-76.7055716666667,45,0,0,118.09,18.2,0,8,100,
26.0991666666667,2019:09:29:18:18:06.2,39.2579983333333,-76.7055616666667,44.9,0,0,128.8,18.9,0,8,100,
26.3016666666667,2019:09:29:18:18:06.4,39.2579883333333,-76.7055516666667,44.8,0,0,135.39,20.3,0,8,100,
26.4983333333333,2019:09:29:18:18:06.6,39.2579783333333,-76.7055433333333,44.7,0,0,138.89,20.8,0,8,100,
26.6991666666667,2019:09:29:18:18:06.8,39.2579683333333,-76.705535,44.8,0,0,146.5,23.7,0,8,100,
26.8991666666667,2019:09:29:18:18:07.0,39.2579566666667,-76.7055283333333,45,0,0,150.6,24.8,0,8,100,
27.0991666666667,2019:09:29:18:18:07.2,39.2579433333333,-76.7055216666667,45,0,0,154.8,24.2,0,8,100,
27.3016666666667,2019:09:29:18:18:07.4,39.25793,-76.705515,44.8,0,0,158.39,27.7,0,8,100,
27.4991666666667,2019:09:29:18:18:07.6,39.257915,-76.70551,44.9,0,0,161.8,28.8,0,8,100,
27.7,2019:09:29:18:18:07.8,39.2579,-76.705505,45,0,0,166.1,30.8,0,8,100,
27.9025,2019:09:29:18:18:08.0,39.257885,-76.7055,45,0,0,165.8,32.7,0,8,100,
28.1025,2019:09:29:18:18:08.2,39.2578683333333,-76.705495,45,0,0,167,32.6,0,8,100,
28.3033333333333,2019:09:29:18:18:08.4,39.2578516666667,-76.70549,44.9,0,0,168.5,33.8,0,8,100,
28.4991666666667,2019:09:29:18:18:08.6,39.2578333333333,-76.7054866666667,44.8,0,0,170,35,0,8,100,
28.7,2019:09:29:18:18:08.8,39.2578166666667,-76.7054833333333,44.8,0,0,171.19,35.7,0,8,100,
28.9025,2019:09:29:18:18:09.0,39.2577983333333,-76.7054816666667,44.8,0,0,171.6,36.7,0,8,100,
29.0991666666667,2019:09:29:18:18:09.2,39.25778,-76.7054783333333,44.8,0,0,173,35.7,0,8,100,
29.2991666666667,2019:09:29:18:18:09.4,39.25776,-76.7054766666667,44.8,0,0,173.8,38.5,0,8,100,
29.4991666666667,2019:09:29:18:18:09.6,39.2577416666667,-76.705475,44.9,0,0,174.3,38.5,0,8,100,
29.7,2019:09:29:18:18:09.8,39.2577216666667,-76.7054733333333,44.9,0,0,175.39,38,0,8,100,
29.9,2019:09:29:18:18:10.0,39.2577016666667,-76.7054716666667,44.9,0,0,174.6,37.6,0,8,100,
30.1,2019:09:29:18:18:10.2,39.2576833333333,-76.7054683333333,44.9,0,0,174.3,38.5,0,8,100,
30.3,2019:09:29:18:18:10.4,39.2576666666667,-76.7054666666667,44.9,0,0,175.19,36.7,0,8,100,
30.5,2019:09:29:18:18:10.6,39.25765,-76.7054666666667,44.9,0,0,174.3,33.5,0,8,100,
30.7,2019:09:29:18:18:10.8,39.2576366666667,-76.7054683333333,44.8,0,0,173.8,28.8,0,8,100,
30.9,2019:09:29:18:18:11.0,39.2576283333333,-76.7054716666667,45,0,0,178.5,22.2,0,8,100,
31.1,2019:09:29:18:18:11.2,39.25762,-76.7054716666667,45,0,0,180.3,19,0,8,100,
31.3,2019:09:29:18:18:11.4,39.2576116666667,-76.7054716666667,45,0,0,181.5,16.3,0,8,100,
31.4991666666667,2019:09:29:18:18:11.6,39.2576066666667,-76.70547,44.9,0,0,184.5,12.2,0,8,100,
31.6991666666667,2019:09:29:18:18:11.8,39.2576016666667,-76.7054733333333,44.9,0,0,201,8.2,0,8,100,
31.8991666666667,2019:09:29:18:18:12.0,39.2575983333333,-76.705475,44.8,0,0,219.39,7.8,0,8,100,
32.1,2019:09:29:18:18:12.2,39.2575966666667,-76.7054783333333,44.7,0,0,219.39,6.2,0,8,100,
32.3008333333333,2019:09:29:18:18:12.4,39.2575933333333,-76.70548,44.7,0,0,212.6,3.7,0,8,100,
