Scan Time,UTC Time,Latitude (deg),Longitude (deg),Altitude (m),Easting (m),Northing (m),COG (deg),SOG (km/h),Dead Reckoning,Num SVs,HDOP,
0.151666666666667,2019:09:29:18:34:54.4,39.2576416666667,-76.705535,47.6,0,0,58.29,0.2,0,7,140,
0.351666666666667,2019:09:29:18:34:54.6,39.2576416666667,-76.705535,47.6,0,0,58.29,0.4,0,7,140,
0.5525,2019:09:29:18:34:54.8,39.2576416666667,-76.705535,47.6,0,0,58.29,0.4,0,7,140,
0.753333333333333,2019:09:29:18:34:55.0,39.2576416666667,-76.705535,47.6,0,0,58.29,0.5,0,7,140,
0.951666666666667,2019:09:29:18:34:55.2,39.2576416666667,-76.7055333333333,47.6,0,0,58.29,0.5,0,7,140,
1.15166666666667,2019:09:29:18:34:55.4,39.2576416666667,-76.7055333333333,47.6,0,0,58.29,0.7,0,7,130,
1.35166666666667,2019:09:29:18:34:55.6,39.2576416666667,-76.7055333333333,47.6,0,0,58.29,0.9,0,7,130,
1.55166666666667,2019:09:29:18:34:55.8,39.2576416666667,-76.7055333333333,47.6,0,0,58.29,0.9,0,7,130,
1.75166666666667,2019:09:29:18:34:56.0,39.2576416666667,-76.7055333333333,47.6,0,0,58.29,1.1,0,7,130,
1.9525,2019:09:29:18:34:56.2,39.2576416666667,-76.7055333333333,47.7,0,0,58.29,1.1,0,7,130,
2.1525,2019:09:29:18:34:56.4,39.25764,-76.7055333333333,47.7,0,0,58.29,1.1,0,7,130,
2.3525,2019:09:29:18:34:56.6,39.25764,-76.7055333333333,47.7,0,0,58.29,1.1,0,7,130,
2.55333333333333,2019:09:29:18:34:56.8,39.25764,-76.7055316666667,47.7,0,0,58.29,1.3,0,7,130,
2.75583333333333,2019:09:29:18:34:57.0,39.25764,-76.7055316666667,47.7,0,0,58.29,1.3,0,7,130,
2.95333333333333,2019:09:29:18:34:57.2,39.25764,-76.7055316666667,47.7,0,0,58.29,1.3,0,7,130,
3.15333333333333,2019:09:29:18:34:57.4,39.25764,-76.7055316666667,47.7,0,0,58.29,1.3,0,7,130,
3.3525,2019:09:29:18:34:57.6,39.25764,-76.7055316666667,47.7,0,0,58.29,1.5,0,7,140,
3.5525,2019:09:29:18:34:57.8,39.25764,-76.7055316666667,47.7,0,0,58.29,1.5,0,7,140,
3.75416666666667,2019:09:29:18:34:58.0,39.2576383333333,-76.7055316666667,47.7,0,0,58.29,1.5,0,7,130,
3.95166666666667,2019:09:29:18:34:58.2,39.2576383333333,-76.7055316666667,47.7,0,0,58.29,1.5,0,6,140,
4.1525,2019:09:29:18:34:58.4,39.2576383333333,-76.7055316666667,47.7,0,0,58.29,1.7,0,7,130,
4.35166666666667,2019:09:29:18:34:58.6,39.2576383333333,-76.70553,47.7,0,0,58.29,0,0,7,140,
4.55166666666667,2019:09:29:18:34:58.8,39.2576383333333,-76.70553,47.7,0,0,58.29,0,0,7,140,
4.7525,2019:09:29:18:34:59.0,39.2576383333333,-76.70553,47.7,0,0,58.29,0.2,0,7,130,
4.94916666666667,2019:09:29:18:34:59.2,39.2576383333333,-76.70553,47.7,0,0,58.29,0.4,0,6,140,
5.15083333333333,2019:09:29:18:34:59.4,39.2576366666667,-76.70553,47.7,0,0,58.29,0.4,0,7,140,
5.3525,2019:09:29:18:34:59.6,39.2576366666667,-76.70553,47.7,0,0,58.29,0.6,0,7,130,
5.5525,2019:09:29:18:34:59.8,39.2576366666667,-76.70553,47.7,0,0,58.29,0.6,0,7,130,
5.75416666666667,2019:09:29:18:35:00.0,39.2576366666667,-76.7055283333333,47.7,0,0,58.29,0.7,0,7,130,
5.95416666666667,2019:09:29:18:35:00.2,39.2576366666667,-76.7055283333333,47.7,0,0,58.29,0.7,0,7,130,
