Scan Time,UTC Time,Latitude (deg),Longitude (deg),Altitude (m),Easting (m),Northing (m),COG (deg),SOG (km/h),Dead Reckoning,Num SVs,HDOP,
0.1875,2019:09:29:18:04:59.8,39.2578233333333,-76.7055916666667,54,0,0,151,0.7,0,7,110,
0.390833333333333,2019:09:29:18:05:00.0,39.2578233333333,-76.7055916666667,54,0,0,151,0.4,0,8,100,
0.591666666666667,2019:09:29:18:05:00.2,39.2578233333333,-76.7055916666667,54,0,0,151,1.6,0,8,100,
0.790833333333333,2019:09:29:18:05:00.4,39.2578233333333,-76.7055916666667,54,0,0,151,1.1,0,8,100,
0.990833333333333,2019:09:29:18:05:00.6,39.2578233333333,-76.7055916666667,54,0,0,151,1.1,0,8,100,
1.1875,2019:09:29:18:05:00.8,39.2578233333333,-76.7055916666667,54,0,0,151,1.1,0,7,110,
1.3875,2019:09:29:18:05:01.0,39.2578233333333,-76.7055916666667,54,0,0,151,1.5,0,7,110,
1.5875,2019:09:29:18:05:01.2,39.2578233333333,-76.7055916666667,54,0,0,151,1.1,0,7,110,
1.78833333333333,2019:09:29:18:05:01.4,39.2578233333333,-76.7055916666667,54,0,0,151,0.3,0,7,110,
1.98916666666667,2019:09:29:18:05:01.6,39.2578216666667,-76.7055916666667,54,0,0,151,0,0,7,110,
2.19333333333333,2019:09:29:18:05:01.8,39.2578216666667,-76.7055916666667,54,0,0,151,0,0,8,100,
2.39166666666667,2019:09:29:18:05:02.0,39.2578216666667,-76.7055916666667,54,0,0,151,1.6,0,8,100,
2.5925,2019:09:29:18:05:02.2,39.2578216666667,-76.7055916666667,54,0,0,151,0.2,0,8,100,
2.7925,2019:09:29:18:05:02.4,39.2578216666667,-76.7055916666667,54,0,0,151,0.3,0,8,100,
2.98916666666667,2019:09:29:18:05:02.6,39.2578216666667,-76.7055916666667,54,0,0,151,1.4,0,7,110,
3.18833333333333,2019:09:29:18:05:02.8,39.2578216666667,-76.7055916666667,54,0,0,151,1.2,0,7,110,
3.39166666666667,2019:09:29:18:05:03.0,39.2578216666667,-76.70559,54,0,0,151,0.9,0,7,110,
3.5925,2019:09:29:18:05:03.2,39.2578216666667,-76.70559,54,0,0,151,1.1,0,8,100,
3.7925,2019:09:29:18:05:03.4,39.2578216666667,-76.70559,54,0,0,151,0.5,0,8,100,
3.99333333333333,2019:09:29:18:05:03.6,39.2578216666667,-76.7055916666667,54,0,0,151,1.1,0,8,100,
4.19416666666667,2019:09:29:18:05:03.8,39.2578216666667,-76.7055916666667,54,0,0,151,1.4,0,8,100,
